AOU_Code,BCI_Type,Int_Element,Guild_Category,Response_Guild
PIWO,NETN_Forest_BCI,Compositional,Migratory,Resident
PIWO,NETN_Forest_BCI,Structural,PrimaryHabitat,InteriorForestObligate
PRAW,NETN_Forest_BCI,Functional,InsectivoreForagingBehavior,LowerCanopyForager
PRAW,NETN_Forest_BCI,Structural,NestPlacement,ShrubNester
PRAW,NETN_Forest_BCI,Compositional,NumberofBroods,SingleBrooded
PUFI,NETN_Forest_BCI,Compositional,Migratory,Resident
PUFI,NETN_Forest_BCI,Structural,NestPlacement,CanopyNester
RBGR,NETN_Forest_BCI,Structural,NestPlacement,CanopyNester
RBGR,NETN_Forest_BCI,Compositional,NumberofBroods,SingleBrooded
RBGR,NETN_Forest_BCI,Functional,Trophic,Omnivore
RBNU,NETN_Forest_BCI,Functional,InsectivoreForagingBehavior,BarkProber
RBNU,NETN_Forest_BCI,Compositional,Migratory,Resident
RBNU,NETN_Forest_BCI,Compositional,NumberofBroods,SingleBrooded
RBNU,NETN_Forest_BCI,Structural,PrimaryHabitat,InteriorForestObligate
RBWO,NETN_Forest_BCI,Functional,InsectivoreForagingBehavior,BarkProber
RBWO,NETN_Forest_BCI,Compositional,Migratory,Resident
RCKI,NETN_Forest_BCI,Functional,InsectivoreForagingBehavior,LowerCanopyForager
RCKI,NETN_Forest_BCI,Structural,NestPlacement,CanopyNester
RCKI,NETN_Forest_BCI,Structural,PrimaryHabitat,InteriorForestObligate
RECR,NETN_Forest_BCI,Functional,InsectivoreForagingBehavior,UpperCanopyForager
RECR,NETN_Forest_BCI,Compositional,Migratory,Resident
RECR,NETN_Forest_BCI,Structural,NestPlacement,CanopyNester
RECR,NETN_Forest_BCI,Structural,PrimaryHabitat,InteriorForestObligate
REVI,NETN_Forest_BCI,Functional,InsectivoreForagingBehavior,UpperCanopyForager
REVI,NETN_Forest_BCI,Structural,NestPlacement,ShrubNester
REVI,NETN_Forest_BCI,Compositional,NumberofBroods,SingleBrooded
RHWO,NETN_Forest_BCI,Functional,InsectivoreForagingBehavior,BarkProber
ROPI,NETN_Forest_BCI,Compositional,Migratory,Resident
ROPI,NETN_Forest_BCI,Compositional,Origin,Exotic
ROPI,NETN_Forest_BCI,Functional,Trophic,Omnivore
RTHU,NETN_Forest_BCI,Structural,NestPlacement,CanopyNester
RTHU,NETN_Forest_BCI,Functional,Trophic,Omnivore
RWBL,NETN_Forest_BCI,Structural,NestPlacement,ShrubNester
RWBL,NETN_Forest_BCI,Functional,Trophic,Omnivore
SAVS,NETN_Forest_BCI,Functional,Trophic,Omnivore
SCTA,NETN_Forest_BCI,Functional,InsectivoreForagingBehavior,UpperCanopyForager
SCTA,NETN_Forest_BCI,Structural,NestPlacement,CanopyNester
SCTA,NETN_Forest_BCI,Compositional,NumberofBroods,SingleBrooded
SCTA,NETN_Forest_BCI,Structural,PrimaryHabitat,InteriorForestObligate
SOSP,NETN_Forest_BCI,Functional,Trophic,Omnivore
SWSP,NETN_Forest_BCI,Functional,Trophic,Omnivore
SWTH,NETN_Forest_BCI,Structural,NestPlacement,ShrubNester
SWTH,NETN_Forest_BCI,Compositional,NumberofBroods,SingleBrooded
SWTH,NETN_Forest_BCI,Structural,PrimaryHabitat,InteriorForestObligate
SWTH,NETN_Forest_BCI,Functional,Trophic,Omnivore
TEWA,NETN_Forest_BCI,Functional,InsectivoreForagingBehavior,UpperCanopyForager
TEWA,NETN_Forest_BCI,Compositional,NumberofBroods,SingleBrooded
TRES,NETN_Forest_BCI,Compositional,NumberofBroods,SingleBrooded
TUTI,NETN_Forest_BCI,Functional,InsectivoreForagingBehavior,LowerCanopyForager
TUTI,NETN_Forest_BCI,Compositional,Migratory,Resident
TUTI,NETN_Forest_BCI,Compositional,NumberofBroods,SingleBrooded
VEER,NETN_Forest_BCI,Structural,NestPlacement,ForestGroundNester
VEER,NETN_Forest_BCI,Compositional,NumberofBroods,SingleBrooded
VEER,NETN_Forest_BCI,Structural,PrimaryHabitat,InteriorForestObligate
VEER,NETN_Forest_BCI,Functional,Trophic,Omnivore
VESP,NETN_Forest_BCI,Functional,Trophic,Omnivore
WAVI,NETN_Forest_BCI,Functional,InsectivoreForagingBehavior,UpperCanopyForager
WAVI,NETN_Forest_BCI,Structural,NestPlacement,CanopyNester
WAVI,NETN_Forest_BCI,Compositional,NumberofBroods,SingleBrooded
WBNU,NETN_Forest_BCI,Functional,InsectivoreForagingBehavior,BarkProber
WBNU,NETN_Forest_BCI,Compositional,Migratory,Resident
WBNU,NETN_Forest_BCI,Compositional,NumberofBroods,SingleBrooded
WBNU,NETN_Forest_BCI,Structural,PrimaryHabitat,InteriorForestObligate
WEVI,NETN_Forest_BCI,Functional,InsectivoreForagingBehavior,LowerCanopyForager
WEVI,NETN_Forest_BCI,Structural,NestPlacement,ShrubNester
WEVI,NETN_Forest_BCI,Compositional,NumberofBroods,SingleBrooded
WEWA,NETN_Forest_BCI,Functional,InsectivoreForagingBehavior,GroundGleaner
WEWA,NETN_Forest_BCI,Structural,NestPlacement,ForestGroundNester
WEWA,NETN_Forest_BCI,Compositional,NumberofBroods,SingleBrooded
WEWA,NETN_Forest_BCI,Structural,PrimaryHabitat,InteriorForestObligate
WIFL,NETN_Forest_BCI,Structural,NestPlacement,ShrubNester
WIFL,NETN_Forest_BCI,Compositional,NumberofBroods,SingleBrooded
WIWA,NETN_Forest_BCI,Functional,InsectivoreForagingBehavior,LowerCanopyForager
WIWA,NETN_Forest_BCI,Structural,NestPlacement,ForestGroundNester
WIWA,NETN_Forest_BCI,Compositional,NumberofBroods,SingleBrooded
WIWR,NETN_Forest_BCI,Functional,InsectivoreForagingBehavior,GroundGleaner
WIWR,NETN_Forest_BCI,Compositional,NumberofBroods,SingleBrooded
WIWR,NETN_Forest_BCI,Structural,PrimaryHabitat,InteriorForestObligate
WOTH,NETN_Forest_BCI,Structural,NestPlacement,ShrubNester
WOTH,NETN_Forest_BCI,Functional,Trophic,Omnivore
WTSP,NETN_Forest_BCI,Structural,NestPlacement,ForestGroundNester
WTSP,NETN_Forest_BCI,Functional,Trophic,Omnivore
WWCR,NETN_Forest_BCI,Functional,InsectivoreForagingBehavior,UpperCanopyForager
WWCR,NETN_Forest_BCI,Compositional,Migratory,Resident
WWCR,NETN_Forest_BCI,Structural,NestPlacement,CanopyNester
WWCR,NETN_Forest_BCI,Structural,PrimaryHabitat,InteriorForestObligate
YBCH,NETN_Forest_BCI,Structural,NestPlacement,ShrubNester
YBCH,NETN_Forest_BCI,Functional,Trophic,Omnivore
YBCU,NETN_Forest_BCI,Functional,InsectivoreForagingBehavior,LowerCanopyForager
YBCU,NETN_Forest_BCI,Structural,NestPlacement,ShrubNester
YBFL,NETN_Forest_BCI,Structural,NestPlacement,ForestGroundNester
YBFL,NETN_Forest_BCI,Compositional,NumberofBroods,SingleBrooded
YBFL,NETN_Forest_BCI,Structural,PrimaryHabitat,InteriorForestObligate
YBSA,NETN_Forest_BCI,Functional,Trophic,Omnivore
YEWA,NETN_Forest_BCI,Functional,InsectivoreForagingBehavior,LowerCanopyForager
YEWA,NETN_Forest_BCI,Structural,NestPlacement,ShrubNester
YEWA,NETN_Forest_BCI,Compositional,NumberofBroods,SingleBrooded
YRWA,NETN_Forest_BCI,Functional,InsectivoreForagingBehavior,LowerCanopyForager
YRWA,NETN_Forest_BCI,Structural,NestPlacement,CanopyNester
YTVI,NETN_Forest_BCI,Functional,InsectivoreForagingBehavior,UpperCanopyForager
YTVI,NETN_Forest_BCI,Structural,NestPlacement,CanopyNester
YTVI,NETN_Forest_BCI,Compositional,NumberofBroods,SingleBrooded
